dataset,seed,outer_fold,pool_size,alternative_selector,candidate_changed_vs_roc,delta_outer_roc_auc_vs_roc_selector,delta_outer_pr_auc_vs_roc_selector,delta_outer_minority_recall_vs_roc_selector,delta_outer_balanced_recall_vs_roc_selector
tdc_pgp_broccatelli,97,1,32,minority_constrained,1,0.007432818753573489,0.006227533236211946,0.0,0.0181818181818183
tdc_pgp_broccatelli,97,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,2,16,minority_constrained,1,0.0014308821699640095,0.0026665972922071957,0.010638297872340385,0.005319148936170248
tdc_pgp_broccatelli,97,2,32,minority_constrained,1,0.0014308821699640095,0.0026665972922071957,0.010638297872340385,0.005319148936170248
tdc_pgp_broccatelli,97,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,3,16,minority_constrained,1,0.003925531914893754,0.00835572838198606,-0.042553191489361764,-0.0062765957446809795
tdc_pgp_broccatelli,97,3,32,minority_constrained,1,0.003925531914893754,0.00835572838198606,-0.042553191489361764,-0.0062765957446809795
tdc_pgp_broccatelli,113,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,1,16,minority_constrained,1,0.007922201138519824,0.002058935981429033,-0.08235294117647052,-0.01295066413662238
tdc_pgp_broccatelli,113,1,32,minority_constrained,1,0.007922201138519824,0.002058935981429033,-0.08235294117647052,-0.01295066413662238
tdc_pgp_broccatelli,113,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,2,8,minority_constrained,1,0.002800107457998413,0.005550559109980369,-0.027649769585253448,0.013080944803785854
tdc_pgp_broccatelli,113,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,3,8,minority_constrained,1,-0.0012768130745659523,-5.225585447521386e-05,-0.00561797752808979,-0.002808988764044895
tdc_pgp_broccatelli,113,3,16,minority_constrained,1,-0.0022663432073546375,0.0021729271256135663,0.011235955056179692,-0.008586567926455624
tdc_pgp_broccatelli,113,3,32,minority_constrained,1,-0.0022663432073546375,0.0021729271256135663,0.011235955056179692,-0.008586567926455624
tdc_pgp_broccatelli,127,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,2,4,minority_constrained,1,0.006344096203011018,0.003118587488652347,0.04469273743016755,0.02517122747214584
tdc_pgp_broccatelli,127,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,2,16,minority_constrained,1,0.0031247040999904385,0.005301280299249034,0.0,-0.01412429378531077
tdc_pgp_broccatelli,127,2,32,minority_constrained,1,0.0031247040999904385,0.005301280299249034,0.0,-0.01412429378531077
tdc_pgp_broccatelli,127,3,4,minority_constrained,1,0.001862622115786805,-0.0039712048679394485,-0.03797468354430378,0.0012829284981183964
tdc_pgp_broccatelli,127,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,2,4,minority_constrained,1,0.010250682551501522,0.007988241282215758,-0.03797468354430378,0.01042442293373047
tdc_pgp_broccatelli,149,2,8,minority_constrained,1,-0.004914370811615831,-0.00032709434240885127,0.012658227848101222,-0.011317944899478793
tdc_pgp_broccatelli,149,2,16,minority_constrained,1,0.0039215686274510775,0.002733230394086017,-0.025316455696202556,0.016753536857781026
tdc_pgp_broccatelli,149,2,32,minority_constrained,1,0.0039215686274510775,0.002733230394086017,-0.025316455696202556,0.016753536857781026
tdc_pgp_broccatelli,149,3,4,minority_constrained,1,0.005818234058218241,0.002306499654923355,-0.01716738197424894,-0.002307540359509419
tdc_pgp_broccatelli,149,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,3,16,minority_constrained,1,-0.003699247580225662,-0.00444627672858644,-0.0815450643776825,-0.030312281142816144
tdc_pgp_broccatelli,149,3,32,minority_constrained,1,-0.003699247580225662,-0.00444627672858644,-0.0815450643776825,-0.030312281142816144
