dataset,task_type,seed,outer_fold,pool_size,tau,tau_status,fixed_tau_regret,crossfit_tau_success,same_fold_tau_success,validation_near_equivalent_n,crossfit_near_equivalent_n,same_fold_near_equivalent_n,validation_crossfit_set_jaccard,selected_in_crossfit_set
clintox,classification,113,1,16,0.005,retrospective working threshold with sensitivity grid,0.0031894188596493,0,0,1,2,1,0.5,1
clintox,classification,113,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,2,5,1,0.4,1
clintox,classification,113,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,4,9,4,0.4444444444444444,1
clintox,classification,113,1,32,0.005,retrospective working threshold with sensitivity grid,0.0031894188596493,0,0,1,3,1,0.0,0
clintox,classification,113,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,2,9,2,0.1,1
clintox,classification,113,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,4,17,10,0.23529411764705882,1
clintox,classification,113,2,4,0.005,retrospective working threshold with sensitivity grid,0.02483302696078438,0,1,1,1,1,1.0,1
clintox,classification,113,2,4,0.01,retrospective working threshold with sensitivity grid,0.01983302696078438,0,1,1,1,1,1.0,1
clintox,classification,113,2,4,0.02,retrospective working threshold with sensitivity grid,0.00983302696078438,0,1,1,2,3,0.5,1
clintox,classification,113,2,8,0.005,retrospective working threshold with sensitivity grid,0.025560661764705842,0,0,1,1,2,0.0,0
clintox,classification,113,2,8,0.01,retrospective working threshold with sensitivity grid,0.02056066176470584,0,0,2,2,2,0.3333333333333333,0
clintox,classification,113,2,8,0.02,retrospective working threshold with sensitivity grid,0.010560661764705843,0,0,4,4,2,0.6,1
clintox,classification,113,2,16,0.005,retrospective working threshold with sensitivity grid,0.025560661764705842,0,0,1,2,2,0.0,0
clintox,classification,113,2,16,0.01,retrospective working threshold with sensitivity grid,0.02056066176470584,0,0,2,5,2,0.16666666666666666,0
clintox,classification,113,2,16,0.02,retrospective working threshold with sensitivity grid,0.010560661764705843,0,0,4,9,2,0.3,1
clintox,classification,113,2,32,0.005,retrospective working threshold with sensitivity grid,0.025560661764705842,0,0,1,3,1,0.0,0
clintox,classification,113,2,32,0.01,retrospective working threshold with sensitivity grid,0.02056066176470584,0,0,2,9,1,0.1,0
clintox,classification,113,2,32,0.02,retrospective working threshold with sensitivity grid,0.010560661764705843,0,0,5,17,6,0.2222222222222222,1
clintox,classification,113,3,4,0.005,retrospective working threshold with sensitivity grid,0.011245039682539763,0,1,1,1,1,1.0,1
clintox,classification,113,3,4,0.01,retrospective working threshold with sensitivity grid,0.006245039682539763,0,1,1,1,1,1.0,1
clintox,classification,113,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,1,2,1,0.5,1
clintox,classification,113,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,2,0.0,0
clintox,classification,113,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,2,2,0.0,0
clintox,classification,113,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,2,1.0,1
clintox,classification,113,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,2,1,0.0,0
clintox,classification,113,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,5,2,0.0,0
clintox,classification,113,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,9,3,0.6,1
clintox,classification,113,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,3,1,0.3333333333333333,1
clintox,classification,113,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,1,9,2,0.1111111111111111,1
clintox,classification,113,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,17,4,0.29411764705882354,1
clintox,classification,127,1,4,0.005,retrospective working threshold with sensitivity grid,0.025016902721921034,0,1,1,1,1,1.0,1
clintox,classification,127,1,4,0.01,retrospective working threshold with sensitivity grid,0.020016902721921033,0,1,3,1,1,0.3333333333333333,1
clintox,classification,127,1,4,0.02,retrospective working threshold with sensitivity grid,0.010016902721921035,0,1,4,2,1,0.5,1
clintox,classification,127,1,8,0.005,retrospective working threshold with sensitivity grid,0.028397447106137345,0,0,2,1,1,0.5,1
clintox,classification,127,1,8,0.01,retrospective working threshold with sensitivity grid,0.023397447106137344,0,0,2,2,1,1.0,1
clintox,classification,127,1,8,0.02,retrospective working threshold with sensitivity grid,0.013397447106137345,0,0,2,4,2,0.5,1
clintox,classification,127,1,16,0.005,retrospective working threshold with sensitivity grid,0.028397447106137345,0,0,2,2,4,0.3333333333333333,1
clintox,classification,127,1,16,0.01,retrospective working threshold with sensitivity grid,0.023397447106137344,0,0,2,4,4,0.5,1
clintox,classification,127,1,16,0.02,retrospective working threshold with sensitivity grid,0.013397447106137345,0,0,3,9,5,0.3333333333333333,1
clintox,classification,127,1,32,0.005,retrospective working threshold with sensitivity grid,0.028397447106137345,0,0,2,3,6,0.0,0
clintox,classification,127,1,32,0.01,retrospective working threshold with sensitivity grid,0.023397447106137344,0,0,2,8,11,0.1111111111111111,1
clintox,classification,127,1,32,0.02,retrospective working threshold with sensitivity grid,0.013397447106137345,0,0,4,17,15,0.16666666666666666,1
clintox,classification,127,2,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,2,1.0,1
clintox,classification,127,2,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,1,2,0.5,1
clintox,classification,127,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,2,3,0.6666666666666666,1
clintox,classification,127,2,8,0.005,retrospective working threshold with sensitivity grid,0.030894206549118345,0,0,2,1,2,0.5,0
clintox,classification,127,2,8,0.01,retrospective working threshold with sensitivity grid,0.025894206549118344,0,0,2,2,4,0.3333333333333333,0
clintox,classification,127,2,8,0.02,retrospective working threshold with sensitivity grid,0.015894206549118346,0,0,4,4,4,0.6,1
clintox,classification,127,2,16,0.005,retrospective working threshold with sensitivity grid,0.030894206549118345,0,0,4,2,2,0.2,0
clintox,classification,127,2,16,0.01,retrospective working threshold with sensitivity grid,0.025894206549118344,0,0,4,4,4,0.14285714285714285,0
clintox,classification,127,2,16,0.02,retrospective working threshold with sensitivity grid,0.015894206549118346,0,0,8,9,8,0.5454545454545454,1
clintox,classification,127,2,32,0.005,retrospective working threshold with sensitivity grid,0.030894206549118345,0,0,7,3,1,0.1111111111111111,0
clintox,classification,127,2,32,0.01,retrospective working threshold with sensitivity grid,0.025894206549118344,0,0,8,8,1,0.3333333333333333,0
clintox,classification,127,2,32,0.02,retrospective working threshold with sensitivity grid,0.015894206549118346,0,0,15,17,4,0.391304347826087,1
clintox,classification,127,3,4,0.005,retrospective working threshold with sensitivity grid,0.05299078969810667,0,1,2,1,1,0.5,1
clintox,classification,127,3,4,0.01,retrospective working threshold with sensitivity grid,0.04799078969810667,0,1,2,1,1,0.5,1
clintox,classification,127,3,4,0.02,retrospective working threshold with sensitivity grid,0.03799078969810667,0,1,2,2,2,0.3333333333333333,1
clintox,classification,127,3,8,0.005,retrospective working threshold with sensitivity grid,0.0190491216100972,0,0,1,1,1,0.0,0
clintox,classification,127,3,8,0.01,retrospective working threshold with sensitivity grid,0.014049121610097201,0,0,2,2,1,0.0,0
clintox,classification,127,3,8,0.02,retrospective working threshold with sensitivity grid,0.004049121610097201,0,1,5,4,3,0.8,1
clintox,classification,127,3,16,0.005,retrospective working threshold with sensitivity grid,0.0190491216100972,0,0,1,2,2,0.0,0
clintox,classification,127,3,16,0.01,retrospective working threshold with sensitivity grid,0.014049121610097201,0,0,2,4,4,0.0,0
clintox,classification,127,3,16,0.02,retrospective working threshold with sensitivity grid,0.004049121610097201,0,1,8,9,8,0.7,1
clintox,classification,127,3,32,0.005,retrospective working threshold with sensitivity grid,0.014465290806754186,0,0,2,3,3,0.25,1
clintox,classification,127,3,32,0.01,retrospective working threshold with sensitivity grid,0.009465290806754187,0,0,3,8,4,0.2222222222222222,1
clintox,classification,127,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,5,17,13,0.15789473684210525,1
clintox,classification,149,1,4,0.005,retrospective working threshold with sensitivity grid,0.0792696629213484,0,0,2,1,1,0.5,0
clintox,classification,149,1,4,0.01,retrospective working threshold with sensitivity grid,0.07426966292134841,0,0,3,1,1,0.3333333333333333,0
clintox,classification,149,1,4,0.02,retrospective working threshold with sensitivity grid,0.0642696629213484,0,0,4,2,1,0.5,0
clintox,classification,149,1,8,0.005,retrospective working threshold with sensitivity grid,0.0202808988764045,0,0,2,1,1,0.5,0
clintox,classification,149,1,8,0.01,retrospective working threshold with sensitivity grid,0.0152808988764045,0,0,2,2,2,1.0,1
clintox,classification,149,1,8,0.02,retrospective working threshold with sensitivity grid,0.0052808988764045,0,0,3,4,2,0.75,1
clintox,classification,149,1,16,0.005,retrospective working threshold with sensitivity grid,0.03110720973782766,0,0,1,2,2,0.0,0
clintox,classification,149,1,16,0.01,retrospective working threshold with sensitivity grid,0.02610720973782766,0,0,5,4,3,0.5,0
clintox,classification,149,1,16,0.02,retrospective working threshold with sensitivity grid,0.01610720973782766,0,0,7,9,4,0.6,1
clintox,classification,149,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.25,1
clintox,classification,149,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,5,9,5,0.2727272727272727,1
clintox,classification,149,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,16,16,7,0.7777777777777778,1
clintox,classification,149,2,4,0.005,retrospective working threshold with sensitivity grid,0.04477895667550858,0,0,2,1,1,0.5,0
clintox,classification,149,2,4,0.01,retrospective working threshold with sensitivity grid,0.03977895667550858,0,0,3,1,3,0.3333333333333333,0
clintox,classification,149,2,4,0.02,retrospective working threshold with sensitivity grid,0.02977895667550858,0,1,4,2,4,0.5,1
clintox,classification,149,2,8,0.005,retrospective working threshold with sensitivity grid,0.0019260241674033994,0,1,1,1,1,0.0,0
clintox,classification,149,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,2,1,0.0,0
clintox,classification,149,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,1,4,2,0.25,1
clintox,classification,149,2,16,0.005,retrospective working threshold with sensitivity grid,0.0019260241674033994,0,1,1,2,2,0.0,0
clintox,classification,149,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,4,2,0.0,0
clintox,classification,149,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,9,4,0.2222222222222222,1
clintox,classification,149,2,32,0.005,retrospective working threshold with sensitivity grid,0.0019260241674033994,0,0,1,3,1,0.0,0
clintox,classification,149,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,2,9,3,0.0,0
clintox,classification,149,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,16,10,0.05263157894736842,0
clintox,classification,149,3,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
clintox,classification,149,3,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,2,1.0,1
clintox,classification,149,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,2,3,1.0,1
clintox,classification,149,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,1,2,0.0,0
clintox,classification,149,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,1,2,4,0.0,0
clintox,classification,149,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,7,0.5,1
clintox,classification,149,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,2,1,0.0,0
clintox,classification,149,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,1,4,1,0.0,0
clintox,classification,149,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,3,9,1,0.3333333333333333,1
clintox,classification,149,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,3,1,0.2,0
clintox,classification,149,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,5,9,2,0.4,0
clintox,classification,149,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,10,16,4,0.3684210526315789,0
esol,regression,11,1,4,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,1,4,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,1,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,1,8,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,1,8,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,1,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,3,2,0.75,1
esol,regression,11,1,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,0,1,2,1,0.5,1
esol,regression,11,1,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,4,0.3333333333333333,1
esol,regression,11,1,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,9,9,5,0.8,1
esol,regression,11,1,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,0,1,2,3,0.5,1
esol,regression,11,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,2,6,9,0.3333333333333333,1
esol,regression,11,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,14,18,13,0.6842105263157895,1
esol,regression,11,2,4,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,2,4,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,2,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
esol,regression,11,2,8,0.025,retrospective working threshold with sensitivity grid,0.315238911140025,0,0,1,1,1,0.0,0
esol,regression,11,2,8,0.05,retrospective working threshold with sensitivity grid,0.29023891114002504,0,0,2,1,1,0.0,0
esol,regression,11,2,8,0.1,retrospective working threshold with sensitivity grid,0.24023891114002502,0,0,5,3,1,0.6,1
esol,regression,11,2,16,0.025,retrospective working threshold with sensitivity grid,0.1584293960808564,0,0,2,2,1,0.3333333333333333,1
esol,regression,11,2,16,0.05,retrospective working threshold with sensitivity grid,0.1334293960808564,0,0,6,3,1,0.2857142857142857,1
esol,regression,11,2,16,0.1,retrospective working threshold with sensitivity grid,0.0834293960808564,0,0,8,9,1,0.7,1
esol,regression,11,2,32,0.025,retrospective working threshold with sensitivity grid,0.24561637119287064,0,0,4,2,1,0.2,0
esol,regression,11,2,32,0.05,retrospective working threshold with sensitivity grid,0.22061637119287064,0,0,9,6,1,0.5,1
esol,regression,11,2,32,0.1,retrospective working threshold with sensitivity grid,0.17061637119287063,0,0,16,18,1,0.7894736842105263,1
esol,regression,11,3,4,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,1,1.0,1
